alert_id,h3_cell,junction_name,police_station,alert_level,assigned_unit,status,created_at,scita_payload,scita_sync_status,escalated
171,8861892c9bfffff,BTP030 - Mekhri Circle,R.T. Nagar,WATCH,FKDEV01588,PENDING,2026-06-20T11:07:24.140953+00:00,"{""alert_id"": 171, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892c9bfffff"", ""junction_name"": ""BTP030 - Mekhri Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.023600646666669, ""lon"": 77.5849389188889}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 90, ""total_risk_score"": 598}, ""congestion_impact"": {""cii_score"": 36.1, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 5017938.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 32.6, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV01588"", ""generated_at_utc"": ""2026-06-20T11:07:24.140953+00:00"", ""data_sent_to_scita"": true}",SENT,0
172,8860145b23fffff,BTP030 - Mekhri Circle,R.T. Nagar,WATCH,FKDEV01704,PENDING,2026-06-20T11:07:24.140953+00:00,"{""alert_id"": 172, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b23fffff"", ""junction_name"": ""BTP030 - Mekhri Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.023600646666669, ""lon"": 77.5849389188889}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 90, ""total_risk_score"": 598}, ""congestion_impact"": {""cii_score"": 36.1, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 5017938.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 25.6, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV01704"", ""generated_at_utc"": ""2026-06-20T11:07:24.140953+00:00"", ""data_sent_to_scita"": true}",SENT,0
173,8861892cd1fffff,BTP030 - Mekhri Circle,R.T. Nagar,WATCH,FKDEV02134,PENDING,2026-06-20T11:07:24.140953+00:00,"{""alert_id"": 173, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892cd1fffff"", ""junction_name"": ""BTP030 - Mekhri Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.023600646666669, ""lon"": 77.5849389188889}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 90, ""total_risk_score"": 598}, ""congestion_impact"": {""cii_score"": 36.1, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 5017938.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 28.2, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV02134"", ""generated_at_utc"": ""2026-06-20T11:07:24.140953+00:00"", ""data_sent_to_scita"": true}",SENT,0
174,8861892cdbfffff,BTP030 - Mekhri Circle,R.T. Nagar,WATCH,FKDEV02246,PENDING,2026-06-20T11:07:24.140953+00:00,"{""alert_id"": 174, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892cdbfffff"", ""junction_name"": ""BTP030 - Mekhri Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.023600646666669, ""lon"": 77.5849389188889}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 90, ""total_risk_score"": 598}, ""congestion_impact"": {""cii_score"": 36.1, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 5017938.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 31.3, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV02246"", ""generated_at_utc"": ""2026-06-20T11:07:24.140953+00:00"", ""data_sent_to_scita"": true}",SENT,0
175,8861892ee9fffff,Area-12.993N-77.658E,Banaswadi,WATCH,FKDEV00108,PENDING,2026-06-20T11:07:24.140953+00:00,"{""alert_id"": 175, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892ee9fffff"", ""junction_name"": ""Area-12.993N-77.658E"", ""police_station"": ""Banaswadi"", ""location"": {""lat"": 12.994977712, ""lon"": 77.653981652}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 25, ""total_risk_score"": 246}, ""congestion_impact"": {""cii_score"": 39.3, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 586500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 23.9, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00108"", ""generated_at_utc"": ""2026-06-20T11:07:24.140953+00:00"", ""data_sent_to_scita"": true}",SENT,0
176,886189254bfffff,Area-12.918N-77.674E,Bellandur,WATCH,FKDEV00001,PENDING,2026-06-20T11:07:24.140953+00:00,"{""alert_id"": 176, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""886189254bfffff"", ""junction_name"": ""Area-12.918N-77.674E"", ""police_station"": ""Bellandur"", ""location"": {""lat"": 12.917271371052632, ""lon"": 77.67261644473685}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 38, ""total_risk_score"": 310}, ""congestion_impact"": {""cii_score"": 39.3, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 150000.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 25.2, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00001"", ""generated_at_utc"": ""2026-06-20T11:07:24.140953+00:00"", ""data_sent_to_scita"": true}",SENT,0
177,88618924a5fffff,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",Jayanagara,WATCH,FKDEV00199,PENDING,2026-06-20T11:07:24.140953+00:00,"{""alert_id"": 177, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88618924a5fffff"", ""junction_name"": ""BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar"", ""police_station"": ""Jayanagara"", ""location"": {""lat"": 12.91730606551724, ""lon"": 77.57818168448276}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 58, ""total_risk_score"": 388}, ""congestion_impact"": {""cii_score"": 38.9, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 217250.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 19.0, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00199"", ""generated_at_utc"": ""2026-06-20T11:07:24.140953+00:00"", ""data_sent_to_scita"": true}",SENT,0
178,8861892447fffff,Area-12.881N-77.644E,Hulimavu,WATCH,FKDEV00121,PENDING,2026-06-20T11:07:24.140953+00:00,"{""alert_id"": 178, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892447fffff"", ""junction_name"": ""Area-12.881N-77.644E"", ""police_station"": ""Hulimavu"", ""location"": {""lat"": 12.88067987704918, ""lon"": 77.64501445573771}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 61, ""total_risk_score"": 573}, ""congestion_impact"": {""cii_score"": 38.0, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 769500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 27.2, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00121"", ""generated_at_utc"": ""2026-06-20T11:07:24.140953+00:00"", ""data_sent_to_scita"": true}",SENT,0
179,8860145a11fffff,BTP098 - Nayandahalli Junction,Byatarayanapura,WATCH,FKDEV00678,PENDING,2026-06-20T11:07:24.140953+00:00,"{""alert_id"": 179, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145a11fffff"", ""junction_name"": ""BTP098 - Nayandahalli Junction"", ""police_station"": ""Byatarayanapura"", ""location"": {""lat"": 12.95759689940476, ""lon"": 77.5189140922619}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 168, ""total_risk_score"": 1220}, ""congestion_impact"": {""cii_score"": 35.8, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 3193625.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 27.8, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00678"", ""generated_at_utc"": ""2026-06-20T11:07:24.140953+00:00"", ""data_sent_to_scita"": true}",SENT,0
180,8860145a03fffff,BTP098 - Nayandahalli Junction,Byatarayanapura,WATCH,FKDEV00680,PENDING,2026-06-20T11:07:24.140953+00:00,"{""alert_id"": 180, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145a03fffff"", ""junction_name"": ""BTP098 - Nayandahalli Junction"", ""police_station"": ""Byatarayanapura"", ""location"": {""lat"": 12.95759689940476, ""lon"": 77.5189140922619}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 168, ""total_risk_score"": 1220}, ""congestion_impact"": {""cii_score"": 35.8, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 3193625.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 26.1, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00680"", ""generated_at_utc"": ""2026-06-20T11:07:24.140953+00:00"", ""data_sent_to_scita"": true}",SENT,0
181,88618925cdfffff,BTP137 - Madiwala Traffic PS Junction,HSR Layout,WATCH,FKDEV00011,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 181, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88618925cdfffff"", ""junction_name"": ""BTP137 - Madiwala Traffic PS Junction"", ""police_station"": ""HSR Layout"", ""location"": {""lat"": 12.916567422222222, ""lon"": 77.63816736296296}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 27, ""total_risk_score"": 138}, ""congestion_impact"": {""cii_score"": 35.3, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 3220062.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 18.1, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00011"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
182,88618925c7fffff,BTP137 - Madiwala Traffic PS Junction,HSR Layout,WATCH,FKDEV00019,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 182, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88618925c7fffff"", ""junction_name"": ""BTP137 - Madiwala Traffic PS Junction"", ""police_station"": ""HSR Layout"", ""location"": {""lat"": 12.916567422222222, ""lon"": 77.63816736296296}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 27, ""total_risk_score"": 138}, ""congestion_impact"": {""cii_score"": 35.3, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 3220062.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 17.6, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00019"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
183,88601690c3fffff,Area-13.188N-77.645E,Chikkajala,WATCH,FKDEV00038,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 183, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88601690c3fffff"", ""junction_name"": ""Area-13.188N-77.645E"", ""police_station"": ""Chikkajala"", ""location"": {""lat"": 13.19124117585799, ""lon"": 77.64623840295859}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 338, ""total_risk_score"": 2981}, ""congestion_impact"": {""cii_score"": 35.5, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 1003125.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 31.8, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00038"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
184,8861892c9bfffff,BTP030 - Mekhri Circle,Sadashivanagar,WATCH,FKDEV00473,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 184, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892c9bfffff"", ""junction_name"": ""BTP030 - Mekhri Circle"", ""police_station"": ""Sadashivanagar"", ""location"": {""lat"": 13.027823073160176, ""lon"": 77.57480166536797}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 231, ""total_risk_score"": 1311}, ""congestion_impact"": {""cii_score"": 33.1, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 5017938.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 32.6, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00473"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
185,8860145a1bfffff,BTP098 - Nayandahalli Junction,Byatarayanapura,WATCH,FKDEV00774,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 185, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145a1bfffff"", ""junction_name"": ""BTP098 - Nayandahalli Junction"", ""police_station"": ""Byatarayanapura"", ""location"": {""lat"": 12.95759689940476, ""lon"": 77.5189140922619}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 168, ""total_risk_score"": 1220}, ""congestion_impact"": {""cii_score"": 35.8, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 3193625.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 17.1, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00774"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
186,8860145ae5fffff,BTP098 - Nayandahalli Junction,Byatarayanapura,WATCH,FKDEV00784,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 186, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145ae5fffff"", ""junction_name"": ""BTP098 - Nayandahalli Junction"", ""police_station"": ""Byatarayanapura"", ""location"": {""lat"": 12.95759689940476, ""lon"": 77.5189140922619}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 168, ""total_risk_score"": 1220}, ""congestion_impact"": {""cii_score"": 35.8, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 3193625.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 20.7, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00784"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
187,8860145a0bfffff,BTP098 - Nayandahalli Junction,Byatarayanapura,WATCH,FKDEV00875,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 187, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145a0bfffff"", ""junction_name"": ""BTP098 - Nayandahalli Junction"", ""police_station"": ""Byatarayanapura"", ""location"": {""lat"": 12.95759689940476, ""lon"": 77.5189140922619}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 168, ""total_risk_score"": 1220}, ""congestion_impact"": {""cii_score"": 35.8, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 3193625.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 21.1, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00875"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
188,8861892c99fffff,BTP030 - Mekhri Circle,R.T. Nagar,WATCH,FKDEV02269,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 188, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892c99fffff"", ""junction_name"": ""BTP030 - Mekhri Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.023600646666669, ""lon"": 77.5849389188889}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 90, ""total_risk_score"": 598}, ""congestion_impact"": {""cii_score"": 36.1, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 5017938.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 23.9, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV02269"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
189,886014586dfffff,BTP027 - Modi Bridge Junction,Rajajinagar,WATCH,FKDEV00294,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 189, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""886014586dfffff"", ""junction_name"": ""BTP027 - Modi Bridge Junction"", ""police_station"": ""Rajajinagar"", ""location"": {""lat"": 13.008693176, ""lon"": 77.543036}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 100, ""total_risk_score"": 537}, ""congestion_impact"": {""cii_score"": 37.9, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 4883750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 30.9, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00294"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
190,8860145b31fffff,BTP027 - Modi Bridge Junction,Rajajinagar,WATCH,FKDEV00335,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 190, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b31fffff"", ""junction_name"": ""BTP027 - Modi Bridge Junction"", ""police_station"": ""Rajajinagar"", ""location"": {""lat"": 13.008693176, ""lon"": 77.543036}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 100, ""total_risk_score"": 537}, ""congestion_impact"": {""cii_score"": 37.9, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 4883750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 65.4, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00335"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
191,8860145865fffff,BTP027 - Modi Bridge Junction,Rajajinagar,WATCH,FKDEV00423,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 191, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145865fffff"", ""junction_name"": ""BTP027 - Modi Bridge Junction"", ""police_station"": ""Rajajinagar"", ""location"": {""lat"": 13.008693176, ""lon"": 77.543036}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 100, ""total_risk_score"": 537}, ""congestion_impact"": {""cii_score"": 37.9, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 4883750.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 25.7, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00423"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
192,8860145829fffff,Area-13.009N-77.524E,Rajajinagar,WATCH,FKDEV00428,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 192, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145829fffff"", ""junction_name"": ""Area-13.009N-77.524E"", ""police_station"": ""Rajajinagar"", ""location"": {""lat"": 13.007523265789471, ""lon"": 77.52688202302632}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 152, ""total_risk_score"": 2083}, ""congestion_impact"": {""cii_score"": 40.2, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 752000.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 48.3, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00428"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
193,8861892597fffff,BTP108 - Tagore Park Junction,Basavanagudi,WATCH,FKDEV00353,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 193, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892597fffff"", ""junction_name"": ""BTP108 - Tagore Park Junction"", ""police_station"": ""Basavanagudi"", ""location"": {""lat"": 12.941602152040817, ""lon"": 77.56706742142856}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 98, ""total_risk_score"": 503}, ""congestion_impact"": {""cii_score"": 39.3, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 2299625.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 20.2, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00353"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
194,8860145a61fffff,BTP108 - Tagore Park Junction,Basavanagudi,WATCH,FKDEV00416,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 194, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145a61fffff"", ""junction_name"": ""BTP108 - Tagore Park Junction"", ""police_station"": ""Basavanagudi"", ""location"": {""lat"": 12.941602152040817, ""lon"": 77.56706742142856}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 98, ""total_risk_score"": 503}, ""congestion_impact"": {""cii_score"": 39.3, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 2299625.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 22.6, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00416"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
195,8860145a6bfffff,BTP108 - Tagore Park Junction,Basavanagudi,WATCH,FKDEV00500,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 195, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145a6bfffff"", ""junction_name"": ""BTP108 - Tagore Park Junction"", ""police_station"": ""Basavanagudi"", ""location"": {""lat"": 12.941602152040817, ""lon"": 77.56706742142856}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 98, ""total_risk_score"": 503}, ""congestion_impact"": {""cii_score"": 39.3, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 2299625.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 23.9, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00500"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
196,88618925b1fffff,"BTP102 - BMTC Junction, KH Road",Wilson Garden,WATCH,FKDEV00279,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 196, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88618925b1fffff"", ""junction_name"": ""BTP102 - BMTC Junction, KH Road"", ""police_station"": ""Wilson Garden"", ""location"": {""lat"": 12.953839287128714, ""lon"": 77.59166557425742}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 101, ""total_risk_score"": 641}, ""congestion_impact"": {""cii_score"": 40.4, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 187500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 26.6, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00279"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
197,886014582dfffff,Area-13.016N-77.528E,Rajajinagar,WATCH,FKDEV00434,PENDING,2026-06-20T11:07:24.145713+00:00,"{""alert_id"": 197, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""886014582dfffff"", ""junction_name"": ""Area-13.016N-77.528E"", ""police_station"": ""Rajajinagar"", ""location"": {""lat"": 13.018489411520736, ""lon"": 77.53169218294931}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 217, ""total_risk_score"": 2033}, ""congestion_impact"": {""cii_score"": 37.3, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 567625.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 29.9, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00434"", ""generated_at_utc"": ""2026-06-20T11:07:24.145713+00:00"", ""data_sent_to_scita"": true}",SENT,0
